_id,gid,genre,Q,A,hard
73,2,古代エジプト,紀元前21世紀頃のエジプト中王国の都はどこか?,テーベ,
74,2,古代エジプト,古代エジプト第18王朝6代目のファラオで、積極的な外征と軍事的偉業から「エジプトのナポレオン」と呼ばれるのは?,トトメス3世,
75,2,古代エジプト,古代エジプトで「守護神」として最も多くの人々に崇拝されていた動物は?,ネコ,
76,2,古代エジプト,エジプト新王国時代の第18王朝のファラオ・アクエンアテンの正妃で、ツタンカーメンの義母、今に残る美しい胸像で知られる女性は?,ネフェルティティ,
77,2,古代エジプト,エジプト中王国を攻め滅ぼした遊牧民をなんというか?,ヒクソス,
78,2,古代エジプト,紀元前3000年頃のエジプトの王の呼称で「大きな家」を意味する言葉は何か?,ファラオ,
79,2,古代エジプト,古代エジプト人が霊魂の不滅と再生を信じて作ったものは何か?,ミイラ,
80,2,古代エジプト,紀元前27世紀頃のピラミッドを造成したエジプト古王国の都はどこか?,メンフィス,
81,2,古代エジプト,古代エジプトの宗教で多神教のなかで主神とされた太陽神の名前は何か?,ラー,
82,2,古代エジプト,多くの建造物を造ったことから「建築王」と呼ばれるエジプト王は? ,ラムセス2世,
83,2,古代エジプト,1799年、ナポレオンのエジプト遠征のときに発見され、ヒエログリフ解読のきっかけとなった石碑のことを何という?,ロゼッタ・ストーン,
84,2,古代エジプト,古代エジプト人が霊魂の不滅と再生を信じて、生前の善行などを記して死者とともに埋葬する文書は何か?,死者の書,
85,2,古代エジプト,古代のエジプト文字は象形文字で三種の種類があったがそれは何か?,神聖文字・神官文字・民衆文字,
86,2,古代エジプト,古代エジプトで生まれた暦は何か?,太陽暦,
87,3,古代ギリシア・ヘレニズム,古代ギリシアの三大悲劇詩人の一人で「アガメムノン」などの作品がある人物は誰か?,アイスキュロス,
88,3,古代ギリシア・ヘレニズム,ミケーネ文明の担い手となった第１派のギリシア人を何という?,アカイア人,
89,3,古代ギリシア・ヘレニズム,ギリシア人が集住する際に、中心となった城山を何と呼ぶ?,アクロポリス,
90,3,古代ギリシア・ヘレニズム,紀元前8世紀ころギリシアに形成された代表的なポリスを2つあげよ。,アテネ、スパルタ,
91,3,古代ギリシア・ヘレニズム,古代ギリシャの歴史家クセノフォンがペルシャからの帰還を綴った戦記のタイトルは?,アナバシス,難
92,3,古代ギリシア・ヘレニズム,ヘレニズム文化期に地動説を唱えた人物は誰か?,アリスタルコス,
93,3,古代ギリシア・ヘレニズム,プラトンの弟子でイスラム哲学やスコラ哲学に影響を与えたギリシアの哲学者は誰か?,アリストテレス,
94,3,古代ギリシア・ヘレニズム,古代ギリシアの喜劇作家で「女の平和」などの作品がある人物は誰か?,アリストファネス,
95,3,古代ギリシア・ヘレニズム,プトレマイオス朝の都で、ムセイオンと呼ばれる研究所がおかれたのはどこ?,アレクサンドリア,
96,3,古代ギリシア・ヘレニズム,フィリッポス2世の息子で東方遠征をはじめてアケメネス朝を滅ぼし大帝国を作った人物は誰か?,アレクサンドロス大王,
97,3,古代ギリシア・ヘレニズム,紀元前8世紀頃のアテネは何人が建設したポリスだったか?,イオニア人,
98,3,古代ギリシア・ヘレニズム,アテネの民主政のもとで、民会において公職者を裁く裁判制度のことを何という?,エイサンゲリア（弾劾裁判）,
99,3,古代ギリシア・ヘレニズム,ヘレニズム文化期に平面幾何学を完成させた人物は誰か?,エウクレイデス,
100,3,古代ギリシア・ヘレニズム,古代ギリシアの三大悲劇詩人の一人で「メディア」などの作品がある人物は誰か?,エウリピデス,
101,3,古代ギリシア・ヘレニズム,スパルタを破ってテーベの覇権を確立した古代ギリシャの将軍は?,エパミノンダス,難
102,3,古代ギリシア・ヘレニズム,ヘレニズム文化期に精神的快楽を重視した哲学の派閥をなんというか?,エピクロス派,
103,3,古代ギリシア・ヘレニズム,ヘレニズム文化期に子午線の長さを測定した人物は誰か?,エラトステネス,難
104,3,古代ギリシア・ヘレニズム,19世紀にイギリスの外交官がパルテノン神殿から削り取ってイギリスに持ち帰り、現在は大英博物館に展示されている古代ギリシアの彫刻群を、外交官の名をとって何と呼ぶ?,エルギン・マーブル,
105,3,古代ギリシア・ヘレニズム,古代ギリシャで僭主の出現を防止する投票に使った陶片のことを何という?,オストラコン,
106,3,古代ギリシア・ヘレニズム,紀元前338年にフィリッポス２世率いるマケドニア軍が、アテネ・テーベ連合軍に勝利した戦いは?,カイロネイアの戦い,
107,3,古代ギリシア・ヘレニズム,古代ギリシャとアケメネス朝が戦った「ペルシア戦争」の末に結ばれた平和条約は?,カリアスの和約,
108,3,古代ギリシア・ヘレニズム,「ソクラテスの思い出」を著した古代ギリシャの文豪家・将軍は誰?,クセノフォン,
109,3,古代ギリシア・ヘレニズム,クレタ文明の中心で、エヴァンズが「迷宮」を発掘したのはどこ?,クノッソス,
110,3,古代ギリシア・ヘレニズム,部族制解体、陶片追放などアテネ民主政治の基礎を築いたのは誰?,クレイステネス,
111,3,古代ギリシア・ヘレニズム,紀元前2000年から1400年ころクレタ島を中心に栄えた海洋文明で前期エーゲ文明とも呼ばれる文明は?,クレタ文明（ミノア文明）,
112,3,古代ギリシア・ヘレニズム,マケドニア王フィリッポス２世が東方遠征に備えて結成した全ギリシアの同盟は何か?,コリントス同盟,
113,3,古代ギリシア・ヘレニズム,紀元前480年、テミストクレス率いるギリシャ艦隊がペルシャの大艦隊を撃破した戦いは?,サラミスの海戦,
114,3,古代ギリシア・ヘレニズム,紀元前８世紀頃のギリシャでポリスを形成した民の「集住」のことをギリシア語で何という?,シノイキスモス,難
115,3,古代ギリシア・ヘレニズム,ヘレニズム文化期にゼノンが説いた禁欲重視の哲学の派閥を何というか?,ストア派,
116,3,古代ギリシア・ヘレニズム,その厳しい教育で知られるドーリア人が作った古代ギリシャの代表的都市国家は?　,スパルタ,
117,3,古代ギリシア・ヘレニズム,ギリシアの哲学者で客観的真理の存在と知徳合一を説いたが誤解されて刑死したのは誰か?,ソクラテス,
118,3,古代ギリシア・ヘレニズム,弁論や修辞の職業教師で相対主義を唱えたギリシアの人物は誰か?,ソフィスト,
119,3,古代ギリシア・ヘレニズム,古代ギリシアの三大悲劇詩人の一人で「オイディプス王」などの作品がある人物は誰か?,ソフォクレス,
120,3,古代ギリシア・ヘレニズム,紀元前594年にアテネで財産政治を行う改革を行うようにした調停者は誰か?,ソロン,
121,3,古代ギリシア・ヘレニズム,ミトレス出身のギリシア自然哲学の祖は?,タレス,
122,3,古代ギリシア・ヘレニズム,古代ギリシアの哲学者で「万物の根源は水」とした人物は誰か?,タレス,
123,3,古代ギリシア・ヘレニズム,アレクサンドロス大王の死後、その配下の将軍たちが大王の後継者の座を巡って繰り広げた戦争のことを何という?,ディアドコイ戦争,
124,3,古代ギリシア・ヘレニズム,プラトンが「狂えるソクラテス」と評した紀元前４世紀頃のギリシャの哲学者で、樽の中で暮らしたといわれるのは誰?,ディオゲネス,
125,3,古代ギリシア・ヘレニズム,古代フェニキア人が建設したレバノンの南西部の都市で、植民都市カルタゴの母体となったのは?,ティルス,
126,3,古代ギリシア・ヘレニズム,スパルタに代わってギリシアの覇権を握ったアイオリス人のポリスは何か?,テーベ,
127,3,古代ギリシア・ヘレニズム,後に都市国家アテネを作ったと言われる、迷宮の怪物ミノタウルスを倒したギリシャ神話の英雄は誰?,テセウス,
128,3,古代ギリシア・ヘレニズム,古代ギリシアの哲学者で原子論を確立した人物は誰か?,デモクリトス,
129,3,古代ギリシア・ヘレニズム,反フィリッポス演説で知られる古代ギリシャの雄弁家は誰?,デモステネス,難
130,3,古代ギリシア・ヘレニズム,紀元前480年にレオニダス率いるスパルタ軍がペルシャ軍に敗れた戦いは?,テルモピレー（テルモピュライ）の戦い,
131,3,古代ギリシア・ヘレニズム,紀元前478年にアテネが盟主となって結成された同盟を何というか?,デロス同盟,
132,3,古代ギリシア・ヘレニズム,ペロポネソス戦争を実証的に記録した「歴史」の著者は誰?,トゥキディデス,
133,3,古代ギリシア・ヘレニズム,鉄器を使用して南下した第２派のギリシア人を何という?,ドーリア人,
134,3,古代ギリシア・ヘレニズム,紀元前624年頃に慣習法を成文化したアテネの立法者は?,ドラコン,
135,3,古代ギリシア・ヘレニズム,ギリシャ神話に登場する都市「トロイア（イリオス）」の遺跡がある現在の国はどこ?,トルコ,
136,3,古代ギリシア・ヘレニズム,エーゲ海北部のサモトラケ島で発見された彫刻で知られる、ギリシャ神話の勝利の女神は何?,ニケ,
137,3,古代ギリシア・ヘレニズム,アレクサンダー大王東征の帰途インダス川からチグリス川までの航海を指揮した武将は?,ネアルコス,
138,3,古代ギリシア・ヘレニズム,ポリス社会のギリシア人は、異民族のことを何と呼んだか?,バルバロイ,
139,3,古代ギリシア・ヘレニズム,古代ギリシアの哲学者で「万物の根源は数」とした人物は誰か?,ピタゴラス,
140,3,古代ギリシア・ヘレニズム,紀元前338年に全ギリシアを制圧したマケドニア王は誰か?,フィリッポス2世,
141,3,古代ギリシア・ヘレニズム,ペルシア戦争後、パルテノン神殿を改築した建築家は誰?,フェイディアス,
142,3,古代ギリシア・ヘレニズム,エジプトに成立したギリシア系の王朝は何か?,プトレマイオス朝,
143,3,古代ギリシア・ヘレニズム,ソクラテスの弟子でイデア論を唱えたギリシアの哲学者は誰か?,プラトン,
144,3,古代ギリシア・ヘレニズム,弁論術教師(ソフィスト）で、「人間は万物の尺度」といったのは誰?,プロタゴラス,
145,3,古代ギリシア・ヘレニズム,紀元前6世紀後半にアテネで、土地を持たない平民から支持され、非合法手段で政権を獲得した僭主は誰か?,ペイシストラトス,
146,3,古代ギリシア・ヘレニズム,スパルタにおいて、人口の大多数を占める農業奴隷を何という?,ヘイロータイ（へロット）,
147,3,古代ギリシア・ヘレニズム,「労働と日々」「神統記」を著した叙事詩人は誰?,ヘシオドス,難
148,3,古代ギリシア・ヘレニズム,古代ギリシアの哲学者で「万物の根源は火」とした人物は誰か?,ヘラクレイトス,
149,3,古代ギリシア・ヘレニズム,古代ギリシャ人が自分たちの国を呼ぶときに使った言葉は? ,ヘラス ,
150,3,古代ギリシア・ヘレニズム,スパルタにおいて、参政権を持たない商工業者を何という?,ペリオリコイ,
151,3,古代ギリシア・ヘレニズム,民会を最高機関とし、アテネ民主政治を完成したのは誰?,ペリクレス,
152,3,古代ギリシア・ヘレニズム,紀元前500年、アケメネス朝に対するイオニア植民市の反乱にアテネが支援したことから始まった戦いは何か?,ペルシア戦争,
153,3,古代ギリシア・ヘレニズム,「ヘレニズム」の語源ともなったギリシア神話の人物は?,ヘレーン,
155,3,古代ギリシア・ヘレニズム,アレクサンドロス大王の東方遠征の開始からプトレマイオス朝エジプトの滅亡までの、オリエントがギリシア化された時代を何というか?,ヘレニズム時代,
156,3,古代ギリシア・ヘレニズム,ギリシア人は、自民族のことを何と呼んだか。,ヘレネス,
157,3,古代ギリシア・ヘレニズム,ペルシア戦争を記述したギリシアの歴史家は誰か?,ヘロドトス,
158,3,古代ギリシア・ヘレニズム,「エジプトはナイルの賜物」といったギリシア人歴史家は誰?,ヘロドトス,
159,3,古代ギリシア・ヘレニズム,精鋭部隊「神聖隊」を組織しテーベが古代ギリシャの覇権を握るのに貢献した政治家は誰?,ペロピダス,
160,3,古代ギリシア・ヘレニズム,紀元前431年に始まったアテネとスパルタとの戦いを何というか?,ペロポネソス戦争,
161,3,古代ギリシア・ヘレニズム,紀元前5世紀頃、スパルタを中心に結成され、アテネに反抗した軍事同盟は何か?,ペロポネソス同盟,
162,3,古代ギリシア・ヘレニズム,紀元前447年、テーベ中心の都市連合ができたギリシャの地方はどこ?,ボイオーティア,難
163,3,古代ギリシア・ヘレニズム,トロイア戦争を題材に叙事詩の「イリアス」や「オデュッセイア」を作ったのは誰か?,ホメロス,
164,3,古代ギリシア・ヘレニズム,紀元前にギリシャを統一したアレキサンダー大王は、どこの国の王様?,マケドニア,
165,3,古代ギリシア・ヘレニズム,ペルシア戦争で、アテネ陸軍が勝利した前490年の戦いは何か?,マラトンの戦い,
166,3,古代ギリシア・ヘレニズム,テーベのエパミノンダスが戦死した、前362年に古代ギリシャのテーベとスパルタが激突した戦いは?,マンティネイアの戦い,難
167,3,古代ギリシア・ヘレニズム,クレタ文明（ミノア文明）の名の由来ともなった、ギリシア神話に登場するクレータ島の王は誰?,ミーノース（ミノス）王,
168,3,古代ギリシア・ヘレニズム,紀元前16世紀から紀元前1200年ごろにミケーネ・ティリンスを中心にアカイア人が築いた青銅器文化は何か?,ミケーネ文明,
169,3,古代ギリシア・ヘレニズム,後期エーゲ文明と呼ばれるのは? ,ミケーネ文明,
170,3,古代ギリシア・ヘレニズム,古代ギリシャのスパルタにおいて長老制度や土地の均等配分など社会生活の基本となった法律を何という?,リュクルゴス法,
171,3,古代ギリシア・ヘレニズム,民会に参加できなかったのはどのような人々か、３つ答えよ。,女性・奴隷・外国人,
172,3,古代ギリシア・ヘレニズム,紀元前508年にアテネでクレイステネスが実施した、僭主の出現を防止して民主主義の基礎を築いたことは何か?,陶片追放,
173,4,古代ローマ,キリスト教の教父と呼ばれる学者で「告白録」「神の国」を著したのは誰か?,アウグスティヌス,
174,4,古代ローマ,紀元前27年にオクタウィアヌスが元老院から受けた称号は何か?,アウグストゥス,
175,4,古代ローマ,紀元前1世紀にローマ帝国の初代皇帝として混乱を収めたのは誰か?,アウグストゥス（オクタヴィアヌス）,
176,4,古代ローマ,紀元前31年にプトレマイオス朝のクレオパトラと結託したアントニウスをオクタウィアヌスが破った戦いを何というか?,アクティウムの海戦,
177,4,古代ローマ,古代ローマ帝国皇帝ネロの母親は誰?,アグリッピナ,
178,4,古代ローマ,紀元前312年に建設が開始された古代ローマの有名な軍道は?,アッピア街道,
179,4,古代ローマ,アッピア街道の名の由来となった古代ローマの政治家は?,アッピウス・クラウディウス・カエクス,
182,4,古代ローマ,キリスト教の一派で325年のニケーア公会議で異端とされ追放された宗派は？,アリウス派,
183,4,古代ローマ,共和政ローマにおける軍の最高司令官・将軍の称号でもある、古代ローマの凱旋将軍の称号は?,インペラトル,
184,4,古代ローマ,ネロ帝死去後の内乱を平定し69年にローマ皇帝となった人物で75年にコロセウムの建設を開始したことで知られるのは誰?,ウェスパシアヌス,
185,4,古代ローマ,古代ローマの詩人で叙事詩「アエネイス」などの作品がある人物は誰か?,ウェルギリウス,難
186,4,古代ローマ,ローマの王としてラテン人を支配していた系統不明の民族は何か?,エトルリア人,
187,4,古代ローマ,431年に行われたネストリウス派を異端とした会議をなんというか?,エフェソス公会議,
188,4,古代ローマ,養父カエサルの後を継いで内乱を勝ちいた、別名をアウグストゥスという初代ローマ皇帝は?,オクタヴィアヌス,
189,4,古代ローマ,第２回三頭政治に加わり、フィリッピの戦いにレピドゥスは参加しなかったのは誰?,レピドゥス,
190,4,古代ローマ,第１回三頭政治に加わり、ガリア遠征に成功、のち暗殺されたのは誰?,カエサル,
191,4,古代ローマ,古代ローマのキリスト教徒がつくり、避難所や礼拝所としても使った地下墓地のことを何と言う?,カタコンベ,
192,4,古代ローマ,属州の全自由民にローマ市民権を拡大した皇帝は誰?,カラカラ,
193,4,古代ローマ,1600人が収容可能だったという216年に当時のローマ皇帝が完成させた公衆浴場は?,カラカラ浴場,
194,4,古代ローマ,紀元前146年にポエニ戦争でローマに滅ぼされた現在のチュニジアに栄えた都市国家は?,カルタゴ,
195,4,古代ローマ,古代ローマの政治家・雄弁家であり、「国家論」などの著作がある人物は誰か?,キケロ,
196,4,古代ローマ,紀元前2世紀後半の共和政ローマで相次いで護民官に就任し、自作農の創設を図ったが暗殺された兄弟は何か?,グラックス兄弟,
197,4,古代ローマ,プトレマイオス朝最後の女王は?,クレオパトラ,
198,4,古代ローマ,西暦375年に「大移動」した民族は?,ゲルマン民族,
199,4,古代ローマ,西ローマ帝国滅亡の背景となったラティフンディアにかわる、コロヌスを使役して行う土地経営（小作制）のことを何というか?,コロナートゥス,
200,4,古代ローマ,4世紀前半にキリスト教を公認したローマ皇帝は?,コンスタンティヌス帝,
201,4,古代ローマ,古代ローマ帝国において選挙で選ばれた執政官のことを何という?,コンスル,
202,4,古代ローマ,第2次ポエニ戦争の勝敗を決めた202年の戦いは? ,ザマの戦い,
203,4,古代ローマ,「地理誌」を著した古代ローマ時代のギリシャ人地理学者は誰?,ストラボン,
204,4,古代ローマ,紀元前73年に反乱を起こした古代ローマの剣闘士は誰? ,スパルタクス ,
205,4,古代ローマ,ゲルマン人の記録「ゲルマニア」や歴史書「年代記」の著者は誰?,タキトゥス,
206,4,古代ローマ,ローマ皇帝の迫害を受け各地に離散したユダヤ人のことを何という?,ディアスポラ,
207,4,古代ローマ,3世紀末のローマ帝国皇帝で専制君主制を敷き、帝国の4分統治を実施したのは誰か?,ディオクレティアヌス,
208,4,古代ローマ,古代ローマで非常時に全権を委任された独裁官のことを何という?,ディクタトル,
209,4,古代ローマ,キリスト教を国教にしたローマ皇帝は?,テオドシウス,
211,4,古代ローマ,395年、その死後に古代ローマ帝国が東西に二分した皇帝は? ,テオドシオス ,
212,4,古代ローマ,「専制君主制」と訳されるディオクレティアヌス以後のローマ帝国の統治体制のことを何という?,ドミナートゥス,
213,4,古代ローマ,五賢帝の一人で、ダキアを征服し、ローマの最大領土を築いたのは誰?,トラヤヌス帝,
214,14,東ヨーロッパ世界の成立と発展,ユスティニアヌス帝に使えた法学者で、『ローマ法大全』を編纂したのは誰か？,トリボニアヌス ,
215,4,古代ローマ,325年に行われたキリスト教の正統をアタナシウス派とした会議を何というか?,ニケーア公会議,
216,4,古代ローマ,キリスト教の一派で431年のエフェンソス公会議で追放された宗派は?,ネストリウス派,
217,4,古代ローマ,西暦96年に即位したローマ五賢帝最初の賢帝は?,ネルヴァ,
218,4,古代ローマ,周囲の人物を次々と処刑しキリスト教徒を迫害したことから「暴君」と呼ばれた、古代ローマ帝国第５代皇帝は?,ネロ,
219,4,古代ローマ,帝政開始から五賢帝時代までのローマが最も安定した時代を何と呼ぶ?,パックス・ロマーナ,
220,4,古代ローマ,五賢帝の一人で、ブリタニアに長城を築き、防衛に転じたのは誰?,ハドリアヌス,
221,4,古代ローマ,エリート層の世襲貴族を指した古代ローマにおける階級とは?,パトリキ,
222,4,古代ローマ,132年から135年にかけてローマ帝国支配に対してユダヤ属州で起きた反乱のことを指導者の名から何という?,バル・コクバの乱,難
223,4,古代ローマ,第二次ポエニ戦争で、イタリアに攻め込んだカルタゴの将軍は誰?,ハンニバル,
224,4,古代ローマ,カエサルとポンペイウスが戦ったのは何の戦い？,ファルサロスの戦い,
225,4,古代ローマ,地球中心の天動説を唱えたローマ時代のギリシア人天文学者は誰?,プトレマイオス,
226,4,古代ローマ,「元首政」と訳される帝政ローマ前期の政治体制は?,プリンキパトゥス,
227,4,古代ローマ,ギリシアとローマの著名人の伝記「対比列伝」の著者は誰?,プルタルコス,
228,4,古代ローマ,紀元前264年に始まった共和政ローマとフェニキア人の植民市カルタゴとの戦いを何というか?,ポエニ戦争,
229,4,古代ローマ,ローマ帝国が東西分裂した395年西ローマ帝国の皇帝になったのは? ,ホノリウス ,
230,4,古代ローマ,「ローマ史」で政体循環史観を唱えたギリシア人の歴史家は誰?,ポリビオス,
231,4,古代ローマ,紀元前287年の共和政ローマで成立した貴族と平民の法的平等が実現することになった法は何か?,ホルテンシウス法,
232,4,古代ローマ,キリスト教の開祖であるイエス・キリストを処刑した古代ローマ帝国における第５代ユダヤ地区総督は?,ポンテオ・ピラト,
233,4,古代ローマ,西暦79年のベスビオ火山の大噴火によって埋没したイタリア南部の都市は?,ポンペイ,
234,4,古代ローマ,グラックス兄弟の後継者で、無産市民を私兵化した平民派の軍人は誰?,マリウス,
235,4,古代ローマ,五賢帝の最後で、「自省録」を著し、哲人皇帝と呼ばれるのは誰?,マルクス・アウレリウス・アントニヌス,
236,4,古代ローマ,ローマ皇帝で、後漢に使者を派遣したのは誰か?,マルクス・アウレリウス・アントニヌス,
